"id","area","feature","user_story","expected_behavior","code_evidence","docs_evidence","test_layer","feature_status","test_status","next_verification","defects","notes"
"US-074","Workflows","Workflow agent assignment and session semantics","As a workflow author, I want roles, direct agent bindings, temporary assignments, headless execution, and busy policies to be explicit so runs use the right actor without hijacking active sessions.","Run launch surfaces should show assignment requirements, support direct agents and roles, explain off/headless behavior, enforce conversation leases and busy policies, and persist assignment/run evidence.","src/features/workflows/RunLaunchDialog.tsx; src/features/workflows/run; src-tauri/src/workflow/runner.rs; crates/wardian-core/src/conversation_lease.rs; crates/wardian-core/src/engine","docs/workflows/agent-assignment.md; docs/specs/2026-06-01-workflow-agent-session-semantics.md; docs/specs/2026-05-29-workflow-executor.md; docs/specs/2026-05-29-workflow-cli.md; docs/guide/workflows.md","unit+browser+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun workflow run dialog/store tests, backend workflow tests, and native workflow completion after assignment/session changes.","No defects recorded in current audit.","Verified workflow unit tests, backend workflow tests, and native workflow-completion target on 2026-06-23."
"US-075","Workflows","Workflow triggers and invokers","As a workflow operator, I want manual, scheduled, file watcher, and listener-style triggers to have clear launch semantics so workflows start when I expect and do not become accidental daemons.","Trigger docs and runtime should distinguish manual runs, scheduled invocations, file/listener triggers, launch surfaces, one-time schedules, run-now behavior, pause/resume timing, and duplicate schedule naming.","src/features/workflows/ScheduleEditor.tsx; src/features/workflows/monitor; src-tauri/src/workflow/schedule.rs; src-tauri/src/workflow/runner.rs; crates/wardian-core/src/schedule","docs/workflows/triggers.md; docs/workflows/scheduled-runs.md; docs/workflows/troubleshooting.md; docs/specs/2026-03-15-scheduler.md; docs/specs/2026-05-30-workflow-invoker-foundation.md; docs/specs/2026-05-30-workflow-schedule-invoker.md; docs/specs/2026-05-30-workflow-monitoring-ui.md","unit+browser+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun schedule editor/monitor tests and native schedule-fires target after trigger/invoker changes.","No defects recorded in current audit.","Verified workflow schedule unit tests, monitor tests, backend schedule tests, and native schedule-fires target on 2026-06-23."
"US-076","Workflows","Workflow node catalog and execution support levels","As a workflow author, I want node reference docs and builder choices to match runtime support so I do not build workflows with unsupported nodes unknowingly.","The node catalog should describe task, decision, branch, loop, join, approval, shell, script, state, notify, sub-workflow, manual trigger, and legacy/internal node support levels; the builder should validate unavailable nodes clearly.","src/features/workflows/builder/registry.ts; src/features/workflows/builder/NodePalette.tsx; src/features/workflows/builder/NodeConfigForm.tsx; crates/wardian-core/src/workflow; crates/wardian-core/src/engine","docs/workflows/node-reference.md; docs/workflows/node-reference-v2.md; docs/specs/2026-03-26-workflow-engine.md; docs/developer/workflow-engine.md","unit+browser+rust","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun workflow builder registry/node config tests and backend workflow parser/executor tests after node catalog changes.","No defects recorded in current audit.","Verified workflow builder tests, backend workflow parser/executor tests, and native blueprint round-trip target on 2026-06-23."
"US-077","Workflows","Workflow authoring UX and old-system migration","As a workflow author, I want the current Workflows surface to replace legacy workflow UI cleanly so authoring, library organization, validation, and run observation are one coherent experience.","The unified view should preserve blueprint organization, builder canvas/context actions, diagnostics, run drawer/observe mode, and remove old workflow system affordances without losing persisted workflow data.","src/views/WorkflowsView.tsx; src/features/workflows; src/store/useWorkflowsView.ts; src-tauri/src/commands/workflow.rs; crates/wardian-core/src/workflow","docs/specs/2026-05-29-workflow-unified-view.md; docs/specs/2026-05-30-old-workflow-system-deletion.md; docs/specs/2026-05-31-workflow-authoring-ux.md; docs/workflows/building-workflows.md; docs/guide/workflows.md","unit+browser+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun WorkflowsView/builder/browser/native workflow round-trip tests after workflow authoring changes.","No defects recorded in current audit.","Verified WorkflowsView/useWorkflowsView/builder tests and native workflow builder/run targets on 2026-06-23."
"US-078","Watchlists","Watchlist ordering, team collapse, spawn location, and mobile projection","As a team lead, I want watchlists to preserve ordering, collapsed teams, visible columns, spawn locations, and mobile-friendly projections so monitoring layout stays stable across desktop and phone.","Watchlist state should persist team order, column choices, collapse state, spawn workspace defaults, remote/mobile projections, and real-time agent status without confusing durable team scope with transient roster display.","src/layout/watchlist/AgentWatchlist.tsx; src/layout/watchlist/watchlistUtils.ts; src/features/remote/remoteWatchlistAdapter.ts; src-tauri/src/commands/watchlist.rs; crates/wardian-core/src/models","docs/guide/watchlists.md; docs/specs/2026-04-19-agent-teams-and-bulk-actions.md; docs/specs/2026-05-04-team-order-synchronization.md; docs/specs/2026-05-23-watchlist-spawn-location-setting.md; docs/specs/2026-05-23-watchlist-team-collapse.md; docs/specs/2026-06-04-mobile-pwa-watchlist.md","unit+browser+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun watchlist unit tests plus remote mobile/watchlist tests after watchlist/team changes.","No defects recorded in current audit.","Verified watchlist, column picker, remote mobile/store, and backend watchlist tests on 2026-06-23."
"US-079","Settings","Global settings architecture, defaults, search, and advanced controls","As a user, I want settings organized by category with searchable controls, safe defaults, and explicit advanced options so runtime, appearance, grid, explorer, watchlist, terminal, and provider utilities are discoverable.","Settings should persist through the settings store, separate default/override layers, support search/navigation, apply save semantics consistently, and document important limits for risky provider/runtime controls.","src/features/settings/SettingsModal.tsx; src/components/AdvancedSettings.tsx; src/store/useSettingsStore.ts; src/features/settings/useAppUpdate.ts; src/features/settings/RemoteAccessSettings.tsx","docs/guide/settings.md; docs/specs/2026-05-21-global-settings-redesign.md; docs/specs/2026-05-21-settings-default-overrides.md; docs/specs/2026-05-24-titlebar-telemetry-setting.md","unit+browser","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun settings modal/store/update/advanced/remote access tests after settings changes.","No defects recorded in current audit.","Verified settings modal, settings store, update hook, remote access settings, and advanced settings tests on 2026-06-23."
"US-080","Explorer","Explorer external editor and filesystem refresh","As a user working beside agents, I want the Explorer to open files in my preferred editor and refresh when the filesystem changes so workspace navigation reflects reality.","Explorer should honor file click action settings, route file opens through safe OS/editor commands, show git markers, respect root behavior, and refresh from filesystem watch events without stale trees.","src/features/explorer/ExplorerPanel.tsx; src/features/settings/SettingsModal.tsx; src-tauri/src/commands/fs.rs; src-tauri/src/commands/settings.rs; src-tauri/src/utils/fs.rs","docs/guide/explorer.md; docs/developer/explorer-sidebar.md; docs/specs/2026-03-22-explorer-view.md; docs/specs/2026-05-28-explorer-external-editor.md; docs/specs/2026-06-01-explorer-file-click-action.md; docs/specs/2026-06-02-explorer-filesystem-watch-refresh.md","unit+browser+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun Explorer panel/file tree/path utils tests and backend filesystem tests after Explorer changes.","No defects recorded in current audit.","Verified Explorer panel/file tree/path tests and backend filesystem open/watch/editor tests on 2026-06-23."
"US-081","Chat display","Long prompt composer, markdown, tool calls, and work-log signal","As a user chatting with agents, I want long prompts, markdown, tool calls, and work logs to render clearly so conversation mode is useful for real work instead of only short messages.","Chat mode should support long prompt composition, safe markdown rendering, code/copy controls, provider tool-call parity, grouped work-log signals, activity blocks, and remote chat compatibility without hiding terminal fallback.","src/features/grid/AgentChatView.tsx; src/features/grid/markdown/ChatMarkdown.tsx; src/features/grid/activityBlocks.ts; src/features/grid/workLogPresentation.ts; src/features/grid/chatCode.tsx; src/features/grid/chatCopy.tsx; src/features/terminal/AgentTerminal.tsx","docs/specs/2026-05-21-grid-chat-mode.md; docs/specs/2026-05-26-chat-first-long-prompt-composition.md; docs/specs/2026-06-06-chat-tool-call-parity.md; docs/specs/2026-06-07-chat-markdown-renderer.md; docs/specs/2026-06-07-chat-work-log-signal.md; docs/guide/grid.md","unit+browser+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun chat view, markdown, activity block, work-log, terminal input, and backend chat tests after chat display changes.","No defects recorded in current audit.","Verified AgentChatView, ChatMarkdown, activity/work-log tests, terminal input tests, and backend chat transcript tests on 2026-06-23."
"US-082","Remote control","Remote terminal attach and mobile terminal defaults","As a mobile user, I want remote terminal attach and sensible mobile composer defaults so I can inspect and send work to agents from a phone without desktop-only layout assumptions.","Remote runtime should lazily attach terminal snapshots, expose authenticated websocket updates, use mobile-friendly default terminal view, preserve Codex composer rendering, and avoid unnecessary native runtime startup until needed.","src/features/remote/RemoteMobileApp.tsx; src/features/remote/RemoteAgentDetailView.tsx; src/features/remote/RemoteCommandBar.tsx; src-tauri/src/remote; src/features/terminal/AgentTerminal.tsx","docs/guide/remote-control.md; docs/specs/2026-05-24-remote-terminal-attach-runtime.md; docs/specs/2026-05-23-mobile-terminal-default-view.md; docs/specs/2026-06-12-mobile-codex-composer-rendering.md; docs/specs/2026-06-04-mobile-pwa-watchlist.md; docs/specs/2026-06-24-remote-terminal-input-guard.md","unit+browser+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun remote mobile/store tests and native remote-gateway target after remote terminal/mobile changes.","No defects recorded in current audit.","Verified remote mobile/store/identity/PWA tests and native remote-gateway target on 2026-06-23."
"US-083","Telemetry","Telemetry performance and dashboard observability","As an operator, I want telemetry updates to stay fast and observable so dashboard, titlebar, roster, queue, graph, and workflow status do not lag or overload the app.","Telemetry collection should batch/coalesce updates, maintain status freshness, avoid unnecessary render churn, and expose enough visible state for users to diagnose runtime activity.","src-tauri/src/manager/telemetry.rs; src/views/DashboardView.tsx; src/layout/watchlist/AgentWatchlist.tsx; src/views/GraphView.tsx; src/views/QueueView.tsx; src/features/workflows/monitor","docs/specs/2026-06-10-telemetry-performance-overhaul.md; docs/guide/dashboard.md; docs/developer/state-management.md","unit+backend+browser","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun dashboard/watchlist/queue/graph/workflow monitor/backend telemetry tests after telemetry changes.","No defects recorded in current audit.","Verified dashboard/watchlist/queue/graph/workflow monitor frontend tests and backend manager/state tests through cargo test on 2026-06-23."
"US-084","Theme","Neutral dark theme and semantic design tokens","As a user, I want the dark theme to be high-contrast, neutral, and consistent so long monitoring sessions remain readable across app surfaces.","UI styling should use semantic theme variables, neutral high-contrast palettes, provider-aware terminal colors, and no hardcoded Tailwind color drift in changed surfaces.","src/styles/App.css; src/features/terminal/terminalThemes.ts; src/features/settings/SettingsModal.tsx; src/layout/titlebar/CustomTitleBar.tsx; src/views/App.tsx","docs/developer/theming.md; docs/specs/2026-06-10-neutral-dark-theme.md; AGENTS.md","unit+browser+visual","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun theme/settings/titlebar/terminal theme tests and capture screenshots for frontend behavior changes before PR.","No defects recorded in current audit.","Verified settings/titlebar/terminal theme tests on 2026-06-23. No frontend behavior changed in this branch, so no new feature screenshot is required for this row."
"US-085","Docs and screenshots","Screenshot capture planning and README demo evidence","As a reviewer, I want screenshot capture plans and README demo assets to show real feature states so PRs and docs explain changes without app-tour noise.","Screenshot docs should define directory layout, capture priorities, feature-specific state requirements, README demo capture workflow, and publication rules for embedded HTTPS images.","docs/assets/screenshots; scripts/verify-frontend-screenshot.mjs; src/config/frontendScreenshotCheck.test.ts; README.md","docs/developer/screenshot-documentation.md; docs/developer/screenshot-capture-plan.md; docs/developer/readme-demo-capture.md; docs/specs/2026-05-12-core-feature-screenshot-documentation.md","docs+unit+browser","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun frontend screenshot checker and capture/upload feature screenshots for any frontend behavior change before PR.","No defects recorded in current audit.","Verified frontend screenshot checker and e2e viewport defaults tests on 2026-06-23. The branch changes docs/tests/runner/config only, not frontend behavior."
"US-086","Knowledge and memory","Evidence-first memory and knowledge task system","As an agent operator, I want knowledge and memory features to preserve evidence so reusable context is grounded in inspectable sources rather than opaque claims.","Knowledge tasks and future memory promotion should track source evidence, durable artifacts, and provenance boundaries before making memory available to agents or Garden/project scopes.","src/features/library; src-tauri/src/commands/library.rs; docs/research; crates/wardian-core/src/models","docs/specs/2026-03-15-kts-milestone-1.md; docs/specs/2026-04-17-evidence-first-memory.md; docs/specs/2026-06-02-malleable-garden.md","future+unit+native","future_deferred_2026-06-23","not_applicable_future_deferred_2026-06-23","When memory/KTS runtime features land, add library/backend tests proving source evidence is required and provenance survives promotion into agent/workflow/team scopes.","No current operational defect: docs/specs/2026-04-17-evidence-first-memory.md identifies the memory API for promotion, locking, provenance, and retrieval as future work; KTS is a promoted knowledge-layer design, not a shipped runtime behavior in this slice.","Added from docs/spec audit beyond the original E2E-centered tracker. Current Library behavior remains tracked separately; this row records future memory/KTS scope rather than an untested current behavior."
"US-087","Runtime reliability","Runtime reliability audit fixes","As a user, I want reliability fixes from audits to be tracked as operational behavior so regressions are not lost as one-off maintenance tasks.","Runtime reliability defects should be converted into documented expectations, targeted tests, and follow-up issues when confidence is incomplete.","src-tauri/src; e2e-native; scripts/run-native-e2e.mjs; scripts/run-native-e2e-fast.mjs; scripts/run-native-e2e-watch.mjs; scripts/native-e2e-runner.mjs; e2e-native/tests/native-runner.test.mjs; docs/feature-user-story-status.csv","docs/specs/2026-05-22-runtime-reliability-audit-fixes.md; docs/specs/2026-05-28-windows-agent-process-control-reliability.md; docs/developer/native-e2e.md","native+issue-tracking","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun npm run test:e2e:native, npm run test:e2e:native:fast -- e2e-native/tests/native-runner.test.mjs, and OpenCode real-provider delivery/native smoke targets before PR or after native runner/provider cleanup changes.","Operational defects fixed in this branch: full native runner leaked cross-file Node state and could launch a stale dev-server-mode app late in the suite; Vite build emitted duplicate optimizeDeps warnings; successful OpenCode native real-provider runs could leave temp-home child processes alive. The OpenCode cleanup issue was fixed in the native E2E runner, including forward-slash provider command paths, and tracked in GitHub issue #577.","Fixed by running native E2E files in separate Node child processes with a regression target, and by removing the duplicate optimizeDeps block from vite.config.ts. Verified by full npm run test:e2e:native on 2026-06-23: 119 tests, 112 passed, 7 skipped, 0 failed. No unresolved reliability bug required a GitHub issue in this loop. Real-provider continuation on 2026-06-23 observed OpenCode wrapper/provider processes holding the isolated native E2E home after successful runs; manual process cleanup was required before subsequent runs. Cleanup fix verification on 2026-06-23 passed: node --test e2e-native/tests/native-runner.test.mjs; WARDIAN_E2E_REAL_OPENCODE=1 WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/opencode-native.test.mjs; follow-up process inspection found no command line referencing wardian-e2e-native-home. Follow-up cleanup verification on 2026-06-23 passed after matching both backslash and forward-slash native-home paths: npm run test:e2e:native:fast -- e2e-native/tests/native-runner.test.mjs; WARDIAN_E2E_REAL_OPENCODE=1 WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/opencode-native.test.mjs; process inspection found no command line referencing wardian-e2e-native-home."
"US-088","Navigation","Modernized navigation, dense layout, and synchronized grid sizing","As an operator, I want navigation, sidebars, and grid sizing to stay dense and synchronized so multiple agents remain visible without losing control surfaces.","The shell should preserve top-bar and sidebar navigation, tactile resizing, dense three-column defaults, synchronized grid layout, and responsive terminal width behavior across supported view modes.","src/views/App.tsx; src/layout/titlebar/WorkspaceTabs.tsx; src/layout/SidebarIconRail.tsx; src/layout/SidebarContentPane.tsx; src/views/GridView.tsx; src/components/SidebarResizeHandle.tsx","docs/specs/2026-03-22-modernized-navigation.md; docs/specs/2026-04-12-synchronized-grid-layout.md; docs/specs/2026-05-18-dense-three-column-ui.md; docs/specs/2026-04-19-responsive-terminal-width.md","unit+browser+visual","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun App/titlebar/sidebar/grid/responsive browser tests after shell layout changes.","No defects recorded in current audit.","Verified App, WorkspaceTabs, SidebarIconRail, SidebarContentPane, SidebarResizeHandle, GridView, useGridResize, and prior browser responsive layout coverage on 2026-06-23."
"US-089","Agent lifecycle","Clone modes, custom cloning, and lifecycle locking","As an operator, I want clone and lifecycle actions to be explicit and locked while running so copied agents and live sessions do not corrupt each other.","Clone flows should support default/custom clone paths, preserve intended provider/class/workspace context, clear or copy state according to the selected mode, and block unsafe lifecycle mutations while an agent is busy.","src/components/AgentContextMenu.tsx; src/features/agents/CustomCloneModal.tsx; src-tauri/src/commands/agent.rs; src-tauri/src/control.rs; src-tauri/src/state/app_state.rs","docs/specs/2026-04-30-agent-cloning.md; docs/specs/2026-05-10-custom-agent-clone.md; docs/specs/2026-05-21-agent-lifecycle-locking.md; docs/guide/grid.md","unit+browser+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun clone modal/context menu/backend lifecycle/native worktree tests after clone/lifecycle changes.","No defects recorded in current audit.","Verified CustomCloneModal, ContextMenu, backend clone/lifecycle tests, CLI shared-state native target, and worktree native target on 2026-06-23."
"US-090","Terminal","User terminal panel design","As a user, I want a standalone terminal panel with predictable sizing, workspace selection, and error handling so shell work can happen inside Wardian without attaching to an agent terminal.","The user terminal should launch through the native PTY layer, use the selected agent workspace when appropriate, resize through the panel layout, report startup errors, and remain distinct from provider agent terminals.","src/features/terminal/UserTerminalPanel.tsx; src/store/useLayoutStore.ts; src-tauri/src/state/user_terminal.rs; src-tauri/src/commands/terminal.rs","docs/specs/2026-05-04-user-terminal-panel-design.md; docs/developer/pty-lifecycle.md; docs/guide/ui-overview.md","unit+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun UserTerminalPanel tests and user-terminal native target after user terminal changes.","No defects recorded in current audit.","Verified UserTerminalPanel tests, backend user terminal validation, and native user-terminal target on 2026-06-23."
"US-091","Source control","Source control panel contract","As a user reviewing agent work, I want source control status, branch context, file groups, commit flow, history, and worktree mode to reflect the selected agent workspace safely.","The source control panel should scope git operations to the selected agent/workspace, expose branch/status/history, support commit and worktree flows, and avoid destructive operations without explicit user intent.","src/features/git/GitPanel.tsx; src-tauri/src/commands/git.rs; crates/wardian-cli/src/main.rs; src/layout/watchlist/AgentWatchlist.tsx","docs/specs/2026-04-17-source-control-panel.md; docs/guide/source-control.md","unit+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun GitPanel unit tests, backend git tests, and git-panel/worktree native targets after source-control changes.","No defects recorded in current audit.","Verified GitPanel/GitFileList/GitDiffView tests, backend git tests, native git-panel, and worktree native targets on 2026-06-23."
"US-092","Graph","Communication interaction graph","As an operator, I want the graph to show communication and relationship edges so I can understand who is talking to whom and why agents are clustered.","Graph projection should distinguish same-team, shared-workspace, same-worktree, and communication edges, expose inspector/actions, and avoid using Garden-local spatial annotations as canonical communication facts.","src/views/GraphView.tsx; src/features/graph/graphProjection.ts; src-tauri/src/state/interactions.rs; src-tauri/src/control.rs","docs/specs/2026-05-21-communication-interaction-graph.md; docs/guide/graph.md; docs/specs/2026-06-02-malleable-garden.md","unit+browser+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun graph projection/view tests and native CLI interaction tests after graph communication changes.","No defects recorded in current audit.","Verified GraphView, GraphCanvas, graphProjection, backend interactions/control tests, and CLI send/ask native target on 2026-06-23."
"US-093","Remote control","PWA remote control v1 host, pairing, and mobile shell","As a mobile user, I want the remote PWA to pair securely and expose the roster, agent details, queue, workflows, and command bar over a private HTTPS origin.","The PWA should require trusted host/origin setup, pairing, authenticated API access, mobile navigation, roster/detail views, command actions, terminal snapshots, and documented boundaries around public exposure.","src/features/remote/RemoteMobileApp.tsx; src/features/remote/RemotePairingView.tsx; src/features/remote/RemoteBottomNav.tsx; src/features/remote/remoteClient.ts; src-tauri/src/remote","docs/specs/2026-05-21-pwa-remote-control-v1.md; docs/guide/remote-control.md; docs/specs/2026-06-04-mobile-pwa-watchlist.md","unit+browser+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun remote mobile/PWA tests and native remote-gateway target after remote PWA changes.","No defects recorded in current audit.","Verified RemoteMobileApp, remote store, remote identity, PWA manifest/service worker tests, backend remote tests, and native remote-gateway target on 2026-06-23."
"US-094","Queue","Queue v2 action-needed alerts","As an operator, I want action-needed queue alerts to surface provider prompts and stalled work without drowning out completed results.","Queue should ingest provider/action-needed events, dedupe evidence, respect alert preferences, show clear triage actions, and document limits for missing or stale queue items.","src/views/QueueView.tsx; src/store/useQueueStore.ts; src-tauri/src/manager/telemetry.rs; src-tauri/src/state/interactions.rs; src/features/settings/SettingsModal.tsx","docs/specs/2026-05-24-queue-v2-action-needed-alerts.md; docs/guide/queue.md; docs/guide/first-run-troubleshooting.md","unit+browser+native","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun queue store/view/filter/action tests and browser/native action-needed scenarios after queue changes.","No defects recorded in current audit.","Verified QueueView, queue store, queue notifications/filter/action tests, and CLI send action-needed routing native target on 2026-06-23."
"US-095","CLI","Live workflow execution from CLI","As an automation user, I want the CLI to start workflows through the live app so scripts can trigger real Wardian runs without bypassing app state.","CLI workflow execution should route through live control, require the desktop app when live state is needed, return structured run ids/status, and document examples for manual and parameterized runs.","crates/wardian-cli/src/main.rs; crates/wardian-cli/src/live.rs; src-tauri/src/control.rs; src-tauri/src/commands/workflow.rs; src-tauri/src/workflow/runner.rs","docs/specs/2026-06-06-cli-live-workflow-exec.md; docs/specs/2026-05-29-workflow-cli.md; docs/guide/cli.md; docs/guide/workflows.md","native+cli","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun native workflow CLI/run targets and backend workflow command tests after CLI workflow changes.","No defects recorded in current audit.","Verified native run-view, workflow-completion, workflow-builder, and backend workflow command/runner tests on 2026-06-23."
"US-096","Provider policy","Codex provider support","As a Codex user, I want Codex provider support to launch with the right command, workspace, sandbox policy, terminal handling, and status mapping so Codex agents behave as first-class Wardian sessions.","The Codex provider should implement the shared provider trait, respect runtime policy and sandbox projection, support terminal scrollback/theme quirks, and expose readiness/delivery/rendering gaps through the correct test layer.","src-tauri/src/providers/codex.rs; src-tauri/src/delivery; src/features/terminal/terminalCapabilities.ts; src/features/terminal/terminalThemes.ts","docs/specs/2026-03-27-codex-provider.md; docs/specs/2026-05-12-codex-runtime-policy.md; docs/specs/2026-05-12-codex-windows-sandbox-projection.md; docs/specs/2026-06-15-codex-conpty-scrollback.md; docs/providers.md","unit+native+real-provider","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun Codex provider delivery, Windows sandbox, and real-provider rendering tests before release or after Codex provider/runtime changes.","No Codex delivery, sandbox, or rendering defect found after the 2026-06-23 real-provider continuation. The prior rendering audit capture gap was fixed in GitHub issue #576.","Verified backend Codex provider/runtime policy tests, terminal capability/theme tests, provider-readiness native target, and Codex real-provider skip paths on 2026-06-23. Codex real-provider continuation on 2026-06-23 passed delivery via the non-Gemini matrix and passed Windows sandbox validation: WARDIAN_E2E_REAL_DELIVERY=1 WARDIAN_E2E_DELIVERY_ALLOW_PARTIAL=1 WARDIAN_E2E_DELIVERY_PROVIDERS=codex,claude,opencode,antigravity WARDIAN_E2E_DELIVERY_CASES=mailbox-short WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/provider-delivery-real-native.test.mjs; WARDIAN_E2E_REAL_CODEX_SANDBOX=1 WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/codex-windows-sandbox-native.test.mjs. An initial Codex rendering audit exposed the debug rebuild gap via: WARDIAN_E2E_REAL_RENDERING=1 WARDIAN_E2E_RENDERING_PROVIDERS=codex,claude,opencode WARDIAN_E2E_RENDERING_TWO_COLUMN_LAYOUT=0 WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/real-provider-rendering-native.test.mjs. Follow-up verification on 2026-06-23 passed the combined non-Gemini delivery command after adding per-provider cleanup; see GitHub issue #578. Codex rendering continuation on 2026-06-23 passed after the debug rebuild fix: WARDIAN_E2E_REAL_RENDERING=1 WARDIAN_E2E_RENDERING_PROVIDERS=codex WARDIAN_E2E_RENDERING_TWO_COLUMN_LAYOUT=0 WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/real-provider-rendering-native.test.mjs (1 test passed). Supported non-Gemini rendering also passed with Codex, Claude, and OpenCode: WARDIAN_E2E_REAL_RENDERING=1 WARDIAN_E2E_RENDERING_PROVIDERS=codex,claude,opencode WARDIAN_E2E_RENDERING_TWO_COLUMN_LAYOUT=0 WARDIAN_E2E_REAL_WORKSPACE=<absolute-workspace-path> npm run test:e2e:native:fast -- e2e-native/tests/real-provider-rendering-native.test.mjs."
"US-097","Docs","Documentation navigation indices","As a reader, I want guide and developer indices to route me to the right documentation area so I can start, operate, automate, inspect, configure, and contribute without knowing the repository layout.","Docs indices should group user guides, workflow guides, developer guides, and project context by reader intent, and should stay synchronized with added or renamed docs.","docs/guide/index.md; docs/developer/index.md; docs/index.md","docs/guide/index.md; docs/developer/index.md; docs/index.md; docs/developer/docs-maintenance.md","docs","docs_audited_2026-06-23","tested_passed_2026-06-23","Rerun npm run docs:build before PR or after docs index/navigation changes.","No defects recorded in current audit.","Verified by docs site build on 2026-06-23; the build traversed the docs index pages and completed successfully."
