"Provider","Area","Function","Mode","Baseline","Latest","Model","CLI version","Revision","Build","Observed date","Case","Acceptance","Evidence","Source"
"gemini","Lifecycle","Fresh session","interactive","Design skip","Design skip","","","","","","","New provider identity and no stale chat after fresh restart","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Lifecycle","Clear session","interactive","Untested","Untested","","","","","","","Clear resets active display and correct fresh identity lifecycle","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Lifecycle","Clear session","interactive","Untested","Untested","","","","","","","Clear resets active display and correct fresh identity lifecycle","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"opencode","Lifecycle","Clear session","interactive","Untested","Untested","","","","","","","Clear resets active display and correct fresh identity lifecycle","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Lifecycle","Clear session","interactive","Untested","Untested","","","","","","","Clear resets active display and correct fresh identity lifecycle","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Lifecycle","Clear session","interactive","Untested","Untested","","","","","","","Clear resets active display and correct fresh identity lifecycle","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Lifecycle","Clear session","interactive","Design skip","Design skip","","","","","","","Clear resets active display and correct fresh identity lifecycle","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Terminal","Terminal rendering and resize","interactive rendering","Blocked","Fail","haiku","retained native transcript","dd8894da84b75a7cc970aacb289a8d8fa4544f40","SHA256 42b6a45779dbfe4db0696cec1a966ca8c57ec26b4c704c0b10a14914797296a0","2026-09-07T17:37:33.277Z","rendering/numbered-history-after-resize","Real provider output remains readable after resize","Native provider completed all 50 numbered answer rows. Retained raw output and frontend terminal snapshots show history lost during snapshot replay after geometry changes. Full-content assertion failed on multiple resized surfaces; no model retry is justified by this loss.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Terminal","Terminal rendering and resize","rendering","Untested","Untested","","","","","","","Real provider output remains readable after resize","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"opencode","Terminal","Terminal rendering and resize","interactive rendering","Blocked","Blocked","opencode/mimo-v2.5-free","1.18.29","dd8894da84b75a7cc970aacb289a8d8fa4544f40","SHA256 42b6a45779dbfe4db0696cec1a966ca8c57ec26b4c704c0b10a14914797296a0","2026-09-07T17:59:54.168Z","rendering/aggregate-prerequisites","Real provider output remains readable after resize","The suite stopped at the missing owned-session identity during resume. It also automatically repeated the initial prompt while the first provider response was still active. No complete rendering acceptance is claimed; the repeat path is being removed before another real run. Antigravity and Pi were not reached by this aborted multi-provider suite.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Terminal","Terminal rendering and resize","rendering","Untested","Untested","","","","","","","Real provider output remains readable after resize","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Terminal","Terminal rendering and resize","rendering","Untested","Untested","","","","","","","Real provider output remains readable after resize","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Terminal","Terminal rendering and resize","rendering","Design skip","Design skip","","","","","","","Real provider output remains readable after resize","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Terminal","Terminal scrollback","rendering","Untested","Untested","","","","","","","Provider-appropriate retained output is readable","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Terminal","Terminal scrollback","rendering","Untested","Untested","","","","","","","Provider-appropriate retained output is readable","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"opencode","Terminal","Terminal scrollback","rendering","Untested","Untested","","","","","","","Provider-appropriate retained output is readable","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Terminal","Terminal scrollback","rendering","Untested","Untested","","","","","","","Provider-appropriate retained output is readable","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Terminal","Terminal scrollback","rendering","Untested","Untested","","","","","","","Provider-appropriate retained output is readable","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Terminal","Terminal scrollback","rendering","Design skip","Design skip","","","","","","","Provider-appropriate retained output is readable","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Telemetry","Token usage logging","interactive-cli","Pass","Pass","haiku","2.1.265 (Claude Code)","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:b312deef18f7665efdbb409bb940bdc93301c61360a24701da6fc7f4261c3306","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 3654dbba89e649cd13e7105b99b011fb88ebcac5ca99d7d2e65321c36905f86a; sources SHA256 b312deef18f7665efdbb409bb940bdc93301c61360a24701da6fc7f4261c3306; app SHA256 d4a677909edb45feec8061377866e1cc5fa77aafa34a9a0d4e434e65fb0429cc; CLI SHA256 f0796065e2f5a69abd00f73f70792ff3a18acd20ca7eecdcc61e8920c1ffd1b8","2026-09-09T05:53:07.385Z","chat/token-usage","Real provider token usage reaches Wardian telemetry","{""tokens_reported"":true,""total_tokens"":32600}","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Telemetry","Token usage logging","interactive","Pass","Untested","gpt-5.4-mini","codex-cli 0.153.4","e26a38369efc80ae42b5f234d02c29e046d70b7c","SHA256 fb4d590c87e0a08ecf6af077144cd3e2cbcca1fcd7e7e05eaa6a0e38cbe9c8f2","2026-09-07T19:35:50.478Z","chat/token-usage","Real provider token usage reaches Wardian telemetry","Historical pass on harness 432924222c5cfdd449e1ee936bfbc7fe142a7fd45924fefdbe7e9302ce08b178; current submitted harness 4fbe7423e892c6702d1acf6a4aa61659ca1a8b3450338d1a6de5f102e9a90413 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"opencode","Telemetry","Token usage logging","interactive-cli","Pass","Pass","opencode/mimo-v2.5-free","1.18.29","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:b312deef18f7665efdbb409bb940bdc93301c61360a24701da6fc7f4261c3306","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 3654dbba89e649cd13e7105b99b011fb88ebcac5ca99d7d2e65321c36905f86a; sources SHA256 b312deef18f7665efdbb409bb940bdc93301c61360a24701da6fc7f4261c3306; app SHA256 d4a677909edb45feec8061377866e1cc5fa77aafa34a9a0d4e434e65fb0429cc; CLI SHA256 f0796065e2f5a69abd00f73f70792ff3a18acd20ca7eecdcc61e8920c1ffd1b8","2026-09-09T06:01:37.474Z","chat/token-usage","Real provider token usage reaches Wardian telemetry","{""tokens_reported"":true,""total_tokens"":12494}","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Telemetry","Token usage logging","interactive-cli","Design skip","Design skip","gemini-3.8-flash-low","1.1.28","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:b312deef18f7665efdbb409bb940bdc93301c61360a24701da6fc7f4261c3306","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 3654dbba89e649cd13e7105b99b011fb88ebcac5ca99d7d2e65321c36905f86a; sources SHA256 b312deef18f7665efdbb409bb940bdc93301c61360a24701da6fc7f4261c3306; app SHA256 d4a677909edb45feec8061377866e1cc5fa77aafa34a9a0d4e434e65fb0429cc; CLI SHA256 f0796065e2f5a69abd00f73f70792ff3a18acd20ca7eecdcc61e8920c1ffd1b8","2026-09-09T06:05:12.321Z","chat/token-usage","Real provider token usage reaches Wardian telemetry","Antigravity usage logging intentionally unsupported; no invented token/cost values.","https://github.com/wardian-app/Wardian/blob/39d996c8/docs/specs/2026-08-13-habitat-telemetry-dashboard.md"
"pi","Telemetry","Token usage logging","interactive","Pass","Untested","openai-codex/gpt-5.4-mini","","d044ce4507d04888b39174541e8f39e900951fc9","SHA256 943f2aa28992825fc156ca828897d0690e1f007c0ed67d1debba6dbfc5a13c97","2026-09-07T18:45:46.673Z","chat/token-usage","Real provider token usage reaches Wardian telemetry","Historical pass on harness 432924222c5cfdd449e1ee936bfbc7fe142a7fd45924fefdbe7e9302ce08b178; current submitted harness 4fbe7423e892c6702d1acf6a4aa61659ca1a8b3450338d1a6de5f102e9a90413 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Telemetry","Token usage logging","interactive","Design skip","Design skip","","","","","","","Real provider token usage reaches Wardian telemetry","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Telemetry","Activity history","interactive","Pass","Untested","haiku","2.1.266 (Claude Code)","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 2b45904b408fdce7ab2d50d69d16a2c1e1372da2b5e5c1b64303a0b8af23aa9d; sources SHA256 8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b; app SHA256 d186f0864d349f2d57f8509cf8710fc8ae3775d346c11c7e9d349aa6cb652696; CLI SHA256 c9479266b084441adda6f10531f115225adecd4c1839dece47e122ffeac1d4d6","2026-09-09T07:19:45.043Z","context/telemetry","Real provider or archive-derived activity reaches Wardian history","Historical pass on harness dc6c7cb2106fa1c79d4fb6538bbdf189838f99a7ed158f42ffaf415c3f901d13; current submitted harness ef48dffeb081f2fb7b74aee319c8575399d3dbf141b13fb0012a683528caa880 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Telemetry","Activity history","interactive","Pass","Untested","gpt-5.4-mini","codex-cli 0.153.4","e26a38369efc80ae42b5f234d02c29e046d70b7c","SHA256 fb4d590c87e0a08ecf6af077144cd3e2cbcca1fcd7e7e05eaa6a0e38cbe9c8f2","2026-09-07T19:35:50.478Z","chat/activity-history","Real provider or archive-derived activity reaches Wardian history","Historical pass on harness 432924222c5cfdd449e1ee936bfbc7fe142a7fd45924fefdbe7e9302ce08b178; current submitted harness 4fbe7423e892c6702d1acf6a4aa61659ca1a8b3450338d1a6de5f102e9a90413 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"opencode","Telemetry","Activity history","interactive","Pass","Untested","opencode/mimo-v2.5-free","1.18.30","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 2b45904b408fdce7ab2d50d69d16a2c1e1372da2b5e5c1b64303a0b8af23aa9d; sources SHA256 8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b; app SHA256 d186f0864d349f2d57f8509cf8710fc8ae3775d346c11c7e9d349aa6cb652696; CLI SHA256 c9479266b084441adda6f10531f115225adecd4c1839dece47e122ffeac1d4d6","2026-09-09T07:33:41.457Z","context/telemetry","Real provider or archive-derived activity reaches Wardian history","Historical pass on harness dc6c7cb2106fa1c79d4fb6538bbdf189838f99a7ed158f42ffaf415c3f901d13; current submitted harness ef48dffeb081f2fb7b74aee319c8575399d3dbf141b13fb0012a683528caa880 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Telemetry","Activity history","interactive","Blocked","Untested","gemini-3.8-flash-low","1.1.28","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 2b45904b408fdce7ab2d50d69d16a2c1e1372da2b5e5c1b64303a0b8af23aa9d; sources SHA256 8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b; app SHA256 d186f0864d349f2d57f8509cf8710fc8ae3775d346c11c7e9d349aa6cb652696; CLI SHA256 c9479266b084441adda6f10531f115225adecd4c1839dece47e122ffeac1d4d6","2026-09-09T07:40:04.889Z","context/telemetry","Real provider or archive-derived activity reaches Wardian history","Historical pass on harness dc6c7cb2106fa1c79d4fb6538bbdf189838f99a7ed158f42ffaf415c3f901d13; current submitted harness ef48dffeb081f2fb7b74aee319c8575399d3dbf141b13fb0012a683528caa880 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Telemetry","Activity history","interactive","Pass","Untested","openai-codex/gpt-5.4-mini","","d044ce4507d04888b39174541e8f39e900951fc9","SHA256 943f2aa28992825fc156ca828897d0690e1f007c0ed67d1debba6dbfc5a13c97","2026-09-07T18:45:46.673Z","chat/activity-history","Real provider or archive-derived activity reaches Wardian history","Historical pass on harness 432924222c5cfdd449e1ee936bfbc7fe142a7fd45924fefdbe7e9302ce08b178; current submitted harness 4fbe7423e892c6702d1acf6a4aa61659ca1a8b3450338d1a6de5f102e9a90413 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Telemetry","Activity history","interactive","Design skip","Design skip","","","","","","","Real provider or archive-derived activity reaches Wardian history","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Telemetry","Cost reporting","interactive","Untested","Untested","","","","","","","Cost availability is represented accurately from real source","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Telemetry","Cost reporting","interactive","Untested","Untested","","","","","","","Cost availability is represented accurately from real source","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"opencode","Telemetry","Cost reporting","interactive","Untested","Untested","","","","","","","Cost availability is represented accurately from real source","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Telemetry","Cost reporting","interactive","Design skip","Design skip","","","","","","","Cost availability is represented accurately from real source","Antigravity usage logging intentionally unsupported; no invented token/cost values.","https://github.com/wardian-app/Wardian/blob/39d996c8/docs/specs/2026-08-13-habitat-telemetry-dashboard.md"
"pi","Telemetry","Cost reporting","interactive","Untested","Untested","","","","","","","Cost availability is represented accurately from real source","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Telemetry","Cost reporting","interactive","Design skip","Design skip","","","","","","","Cost availability is represented accurately from real source","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Context","Instructions and workspace","interactive","Pass","Untested","haiku","2.1.266 (Claude Code)","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 2b45904b408fdce7ab2d50d69d16a2c1e1372da2b5e5c1b64303a0b8af23aa9d; sources SHA256 8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b; app SHA256 d186f0864d349f2d57f8509cf8710fc8ae3775d346c11c7e9d349aa6cb652696; CLI SHA256 c9479266b084441adda6f10531f115225adecd4c1839dece47e122ffeac1d4d6","2026-09-09T07:19:45.043Z","context/managed_instructions","Provider uses intended workspace and managed instruction marker","Historical pass on harness dc6c7cb2106fa1c79d4fb6538bbdf189838f99a7ed158f42ffaf415c3f901d13; current submitted harness ef48dffeb081f2fb7b74aee319c8575399d3dbf141b13fb0012a683528caa880 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Context","Instructions and workspace","interactive","Fail","Fail","gpt-5.4-mini","codex-cli 0.153.4","9249ad604aede7c35c16a35681c4c9b86e1fc1ae","SHA256 484858c89b9a3c86cf97935159c7be9c11248407c65a1dca2f9f741f1fe8d873","2026-09-07T16:56:42.390Z","context/managed_instructions","Provider uses intended workspace and managed instruction marker","Native assistant used the workspace AGENTS instruction instead of the managed class sentinel, although the generated habitat instruction contained it. Managed instructions did not reach the active Codex runtime. Issue #1201.","https://github.com/wardian-app/Wardian/issues/1201"
"opencode","Context","Instructions and workspace","interactive","Pass","Untested","opencode/mimo-v2.5-free","1.18.30","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 2b45904b408fdce7ab2d50d69d16a2c1e1372da2b5e5c1b64303a0b8af23aa9d; sources SHA256 8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b; app SHA256 d186f0864d349f2d57f8509cf8710fc8ae3775d346c11c7e9d349aa6cb652696; CLI SHA256 c9479266b084441adda6f10531f115225adecd4c1839dece47e122ffeac1d4d6","2026-09-09T07:33:41.457Z","context/managed_instructions","Provider uses intended workspace and managed instruction marker","Historical pass on harness dc6c7cb2106fa1c79d4fb6538bbdf189838f99a7ed158f42ffaf415c3f901d13; current submitted harness ef48dffeb081f2fb7b74aee319c8575399d3dbf141b13fb0012a683528caa880 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Context","Instructions and workspace","interactive","Pass","Untested","gemini-3.8-flash-low","1.1.28","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 2b45904b408fdce7ab2d50d69d16a2c1e1372da2b5e5c1b64303a0b8af23aa9d; sources SHA256 8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b; app SHA256 d186f0864d349f2d57f8509cf8710fc8ae3775d346c11c7e9d349aa6cb652696; CLI SHA256 c9479266b084441adda6f10531f115225adecd4c1839dece47e122ffeac1d4d6","2026-09-09T07:40:04.889Z","context/managed_instructions","Provider uses intended workspace and managed instruction marker","Historical pass on harness dc6c7cb2106fa1c79d4fb6538bbdf189838f99a7ed158f42ffaf415c3f901d13; current submitted harness ef48dffeb081f2fb7b74aee319c8575399d3dbf141b13fb0012a683528caa880 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Context","Instructions and workspace","interactive","Untested","Untested","","","","","","","Provider uses intended workspace and managed instruction marker","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Context","Instructions and workspace","interactive","Design skip","Design skip","","","","","","","Provider uses intended workspace and managed instruction marker","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Context","Managed skill discovery","interactive","Pass","Untested","haiku","2.1.266 (Claude Code)","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 2b45904b408fdce7ab2d50d69d16a2c1e1372da2b5e5c1b64303a0b8af23aa9d; sources SHA256 8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b; app SHA256 d186f0864d349f2d57f8509cf8710fc8ae3775d346c11c7e9d349aa6cb652696; CLI SHA256 c9479266b084441adda6f10531f115225adecd4c1839dece47e122ffeac1d4d6","2026-09-09T07:19:45.043Z","context/skills_discovery","Assigned skill is discoverable in actual provider session","Historical pass on harness dc6c7cb2106fa1c79d4fb6538bbdf189838f99a7ed158f42ffaf415c3f901d13; current submitted harness ef48dffeb081f2fb7b74aee319c8575399d3dbf141b13fb0012a683528caa880 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Context","Managed skill discovery","interactive","Untested","Untested","","","","","","","Assigned skill is discoverable in actual provider session","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"opencode","Context","Managed skill discovery","interactive","Pass","Untested","opencode/mimo-v2.5-free","1.18.30","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 2b45904b408fdce7ab2d50d69d16a2c1e1372da2b5e5c1b64303a0b8af23aa9d; sources SHA256 8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b; app SHA256 d186f0864d349f2d57f8509cf8710fc8ae3775d346c11c7e9d349aa6cb652696; CLI SHA256 c9479266b084441adda6f10531f115225adecd4c1839dece47e122ffeac1d4d6","2026-09-09T07:33:41.457Z","context/skills_discovery","Assigned skill is discoverable in actual provider session","Historical pass on harness dc6c7cb2106fa1c79d4fb6538bbdf189838f99a7ed158f42ffaf415c3f901d13; current submitted harness ef48dffeb081f2fb7b74aee319c8575399d3dbf141b13fb0012a683528caa880 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Context","Managed skill discovery","interactive","Pass","Untested","gemini-3.8-flash-low","1.1.28","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 2b45904b408fdce7ab2d50d69d16a2c1e1372da2b5e5c1b64303a0b8af23aa9d; sources SHA256 8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b; app SHA256 d186f0864d349f2d57f8509cf8710fc8ae3775d346c11c7e9d349aa6cb652696; CLI SHA256 c9479266b084441adda6f10531f115225adecd4c1839dece47e122ffeac1d4d6","2026-09-09T07:40:04.889Z","context/skills_discovery","Assigned skill is discoverable in actual provider session","Historical pass on harness dc6c7cb2106fa1c79d4fb6538bbdf189838f99a7ed158f42ffaf415c3f901d13; current submitted harness ef48dffeb081f2fb7b74aee319c8575399d3dbf141b13fb0012a683528caa880 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Context","Managed skill discovery","interactive","Untested","Untested","","","","","","","Assigned skill is discoverable in actual provider session","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Context","Managed skill discovery","interactive","Design skip","Design skip","","","","","","","Assigned skill is discoverable in actual provider session","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Permissions","Approval handling","interactive","Untested","Untested","","","","","","","Current real approval prompts enter and leave action-required","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Permissions","Approval handling","interactive","Untested","Untested","","","","","","","Current real approval prompts enter and leave action-required","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"opencode","Permissions","Approval handling","interactive","Untested","Untested","","","","","","","Current real approval prompts enter and leave action-required","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Permissions","Approval handling","interactive","Untested","Untested","","","","","","","Current real approval prompts enter and leave action-required","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Permissions","Approval handling","interactive","Untested","Untested","","","","","","","Current real approval prompts enter and leave action-required","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Permissions","Approval handling","interactive","Design skip","Design skip","","","","","","","Current real approval prompts enter and leave action-required","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Permissions","Automation approval rejection","automation","Pass","Untested","haiku","2.1.266 (Claude Code)","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 2b45904b408fdce7ab2d50d69d16a2c1e1372da2b5e5c1b64303a0b8af23aa9d; sources SHA256 8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b; app SHA256 d186f0864d349f2d57f8509cf8710fc8ae3775d346c11c7e9d349aa6cb652696; CLI SHA256 c9479266b084441adda6f10531f115225adecd4c1839dece47e122ffeac1d4d6","2026-09-09T07:19:45.043Z","context/approval_state","Parked approval appears in the public Inbox; rejection prevents provider invocation","Historical pass on harness dc6c7cb2106fa1c79d4fb6538bbdf189838f99a7ed158f42ffaf415c3f901d13; current submitted harness ef48dffeb081f2fb7b74aee319c8575399d3dbf141b13fb0012a683528caa880 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Permissions","Automation approval rejection","automation","Untested","Untested","","","","","","","Parked approval appears in the public Inbox; rejection prevents provider invocation","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"opencode","Permissions","Automation approval rejection","automation","Pass","Untested","opencode/mimo-v2.5-free","1.18.30","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 2b45904b408fdce7ab2d50d69d16a2c1e1372da2b5e5c1b64303a0b8af23aa9d; sources SHA256 8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b; app SHA256 d186f0864d349f2d57f8509cf8710fc8ae3775d346c11c7e9d349aa6cb652696; CLI SHA256 c9479266b084441adda6f10531f115225adecd4c1839dece47e122ffeac1d4d6","2026-09-09T07:33:41.457Z","context/approval_state","Parked approval appears in the public Inbox; rejection prevents provider invocation","Historical pass on harness dc6c7cb2106fa1c79d4fb6538bbdf189838f99a7ed158f42ffaf415c3f901d13; current submitted harness ef48dffeb081f2fb7b74aee319c8575399d3dbf141b13fb0012a683528caa880 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Permissions","Automation approval rejection","automation","Pass","Untested","gemini-3.8-flash-low","1.1.28","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 2b45904b408fdce7ab2d50d69d16a2c1e1372da2b5e5c1b64303a0b8af23aa9d; sources SHA256 8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b; app SHA256 d186f0864d349f2d57f8509cf8710fc8ae3775d346c11c7e9d349aa6cb652696; CLI SHA256 c9479266b084441adda6f10531f115225adecd4c1839dece47e122ffeac1d4d6","2026-09-09T07:40:04.889Z","context/approval_state","Parked approval appears in the public Inbox; rejection prevents provider invocation","Historical pass on harness dc6c7cb2106fa1c79d4fb6538bbdf189838f99a7ed158f42ffaf415c3f901d13; current submitted harness ef48dffeb081f2fb7b74aee319c8575399d3dbf141b13fb0012a683528caa880 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
